ACCURL,ACCTEXT,ACCTEXTW,ACCTYPE
http://www.ife.org.uk/membership/,Accredited by the Institution of Fire Engineers (IFE) for the purpose of fully meeting the educational requirements for IFE membership.,Achrededig gan Sefydliad Peirianwyr Tân (IFE) at bwrpas cwrdd yn llawn â'r gofyniad addysgol ar gyfer aelodaeth o'r IFE.,09701
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Fire Engineers (IFE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Achredir gan Sefydliad y Peirianwyr Tân (IFE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09702
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Fire Engineers (IFE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Tân (IFE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09704
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Gas Engineers and Managers (IGEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Achredir gan Sefydliad y Peirianwyr Nwy a Rheolwyr (IGEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09801
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09901
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09903
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10001
https://www.gov.uk/initial-teacher-training-itt-accreditation,Accredited by the National College for Teaching and Leadership (NCTL) for the purpose of delivering initial teacher training programmes to achieve Qualified Teacher Status (QTS) or Early Years Teacher Status (EYTS).,Wedi'i achredu gan y Coleg Cenedlaethol ar gyfer Addysgu ac Arweinyddiaeth (NCTL) at ddibenion darparu rhaglenni hyfforddiant cychwynnol athrawon i gyflawni Statws Athro Cymwysedig (SAC) neu Statws Athro Blynyddoedd Cynnar (EYTS).,13901
http://www.nmc-uk.org/Approved-Programmes/,Recognised by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (learning disabilities).,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (anableddau dysgu).,11104
http://www.psni.org.uk/education-2/,Accredited by the Pharmaceutical Society of Northern Ireland (PSNI) for the purpose of registration with that body.,Achrededig gan Gymdeithas Fferyllol Gogledd Iwerddon (PSNI) at bwrpas cofrestru gyda'r corff hwnnw.,11501
http://www.rcslt.org/about/membership/how_to_join,Recognised by the Royal College of Speech and Language Therapists (RCSLT) for the purpose of applying for newly qualified practitioner membership.,Cydnabuwyd gan Goleg Brenhinol Therapyddion Iaith a Lleferydd (RCSLT) at bwrpas gwneud cais am aelodaeth ymarferwr newydd gymhwyso.,11901
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) at Part 2 level for the purpose of eligibility for membership of the RIBA.,Achrededig gan Sefydliad Brenhinol Penseiri Prydain (RIBA) at bwrpas eithriad rhan 2 ar gyfer mynediad ar Gofrestr y Du o Benseiri.,12103
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Brenhinol Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,12302
http://www.rsc.org/Education/courses-and-careers/Accredited-courses/,Accredited by the Royal Society of Chemistry for partially meeting the academic criteria for Chartered Chemist (CChem).,Achrededig gan Gymdeithas Frenhinol Cemeg (RSC) at bwrpas cwrdd yn rhannol â'r gofyniad addysgol ar gyfer Cemegydd Siartredig.,12602
http://www.rtpi.org.uk/education-and-careers/information-for-universities/Accredited-qualifications/,Accredited by the Royal Town Planning Institute (RTPI) for the purpose of fully meeting the educational requirements for Chartered Membership.,Achrededig gan Sefydliad Cynllunio Trefol Brenhinol (RTPI) at bwrpas cwrdd yn llawn â'r gofynion addysgol ar gyfer Aelodaeth Siartredig.,12802
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Gymdeithas Frenhinol Awyrenegol (RAeS) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11602
http://www.rcog.org.uk/,Accredited by the Royal College of Obstetricians and Gynaecologists (RCOG).,Achredwyd gan y Coleg Brenhinol yr Obstetryddion a'r Gynaecolegwyr (RCOG).,11701
http://www.rcpsych.ac.uk/,Accredited by the Royal College of Psychiatrists (RC PSYCH).,Achrededig gan Goleg Brenhinol Seiciatryddion (RC PSYCH).,11801
http://www.rcvs.org.uk/registration/how-to-register/graduates-from-uk-veterinary-schools/,Accredited by the Royal College of Veterinary Surgeons (RCVS) for the purpose of eligibility for registration as a veterinary surgeon with that body.,Achredir gan Goleg Brenhinol y Milfeddygon (RCVS) at ddibenion bod yn gymwys ar gyfer cofrestru fel llawfeddyg milfeddygol gyda'r corff hwnnw.,12001
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) for the purpose of eligibility for membership of that body.,Dilyswyd gan Sefydliad Brenhinol Penseiri Prydain (RIBA) at ddibenion cymhwyster ar gyfer aelodaeth y corff hwnnw.,12101
http://www.ricscourses.org/Course/,Accredited by the Royal Institution of Chartered Surveyors (RICS) for the purpose of graduate membership.,Achrededig gan Sefydliad Brenhinol y Syrfewyr Siartredig (RICS) at bwrpas aelodaeth person graddedig.,12201
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Brenhinol y Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,12301
http://www.rmets.org/our-activities/careers/courses,Accredited by the Royal Meteorological Society (RMetS) for the purpose of fully meeting the educational requirement for Chartered Meteorologist.,Achrededig gan Y Gymdeithas Feteoroleg Frenhinol at bwrpas cwrdd yn llawn â'r gofyniad addysgu ar gyfer Meteorolegwyr Siartredig.,12401
http://www.rsc.org/Education/courses-and-careers/Accredited-courses/,Accredited by the Royal Society of Chemistry for fully meeting the academic criteria for Chartered Chemist (CChem).,Achrededig gan Gymdeithas Frenhinol Cemeg (RSC) at bwrpas cwrdd yn llawn â'r gofyniad addysgol ar gyfer Cemegydd Siartredig.,12601
http://www.rss.org.uk/accreditation,Accredited by the Royal Statistical Society (RSS) for the purpose of eligibility for Graduate Statistician status.,Achrededig gan Y Gymdeithas Ystadegol Frenhinol (RSS) at bwrpas cymhwysedd ar gyfer statws Ystadegydd Graddedig.,12701
http://www.rtpi.org.uk/education-and-careers/planning-as-a-career/,Accredited by the Royal Town Planning Institute (RTPI).,Achrededig gan Sefydliad Cynllunio Trefol Brenhinol (RTPI),12801
http://www.skillsactive.com/trainingqualifications/qualifications/,Endorsed by SkillsActive.,Cefnogwyd gan SkillsActive.,15301
http://www.sor.org/learning/education-accreditation/education-approval-and-accreditation,Approved by the Society and College of Radiographers (SCoR).,Cymeradwywyd gan Gymdeithas a Choleg Radiograffyddion (SCoR).,13201
https://www.rsb.org.uk/education/accreditation,Recognised by the Royal Society of Biology for the purpose of associate membership.,Fe'i cydnabyddir gan y Gymdeithas Frenhinol Bioleg at ddiben aelodaeth gysylltiol.,13401
http://www.sfpe.org/GetInvolved/Membership/ListingofProfessionalMembers.aspx,Accredited by the Society of Fire Protection Engineers for the purpose of eligibility to apply for Professional Membership.,Hachredu gan y Gymdeithas y Peirianwyr Diogelwch Tân ar gyfer y diben o gymhwyster i wneud cais am Aelodaeth Proffesiynol.,16001
http://www.society-of-sports-therapists.org,Accredited by the Society of Sports Therapists.,Y Gymdeithas ar gyfer Therapyddion Chwaraeon.,16101
http://www.sra.org.uk/students/academic-stage.page,The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,Achrededig gan Awdurdod Rheoleiddio Cyfreithwyr (SRA) at bwrpas gradd gymwys yn y gyfraith.,13601
http://www.cldstandardscouncil.org.uk/Approval_of_training/Approved_training_programmes,Approved by the Standards Council for Community Learning and Development for Scotland.,Cymeradwywyd gan y Cyngor Safonau ar gyfer Dysgu Cymunedol a Datblygu ar gyfer yr Alban.,13701
http://www.tradingstandards.gov.uk/,Accredited by the Trading Standards Institute (TSI) for the purpose of exemptions from some professional examinations.,Achrededig gan Y Sefydliad Safonau Masnach (TSI) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,16201
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers (IED) for the purposes of meeting the academic requirement for registration as a Member of the Institution of Engineering Designers.,Wedi'i achredu gan Sefydliad y Dylunwyr Peirianneg at ddibenion bodloni'r gofyniad academaidd i gofrestru fel Aelod o Sefydliad y Dylunwyr Peirianneg.,09504
https://www.rsb.org.uk/education/accreditation,"Accredited by the Royal Society of Biology for the purpose of meeting, in part, the academic and experience requirement of membership and Chartered Biologist (CBiol).","Hachredu gan y Gymdeithas Frenhinol Bioleg at ddiben cyfarfod, yn rhannol, y gofyniad academaidd a phrofiad o aelodaeth a Biolegydd Siartredig (CBiol).",13402
http://www.arb.org.uk/student,Prescribed by the Architects Registration Board (ARB) at Part 1 level for the purpose of registration in the UK.,Ragnodir gan y Bwrdd Cofrestru Penseiri (ARB) yn Rhan o 1 lefel ar gyfer y diben o gofrestru yn y UK.,00102
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council as meeting the requirements for Further Learning for registration as a Chartered Engineer. Candidates must hold a CEng accredited BEng/BSc (Hons) undergraduate first degree to comply with full CEng registration requirements.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg yn bodloni'r gofynion ar gyfer Dysgu pellach ar gyfer cofrestru fel Peiriannydd Siartredig. Rhaid i ymgeiswyr feddu ar CEng achrededig BEng / BSc (Anrh) gradd gyntaf israddedig i gydymffurfio â gofynion cofrestru llawn CEng.,09905
http://www.hcpc-uk.org/education/programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a clinical scientist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel gwyddonydd clinigol.,06916
http://www.ciwem.org/membership/apply-for-membership/associate-aciwem.aspx,Accredited by the Chartered Institution of Water and Environmental Management (CIWEM) for the purpose of eligibility to apply for Associate level membership.,Hachredu gan y Sefydliad Siartredig Rheoli Dŵr a'r Amgylchedd (CIWEM) at ddibenion bod yn gymwys i wneud cais am aelodaeth lefel Cyswllt.,04201
http://www.cot.co.uk/accreditation-endorsement/pre-registration-course-accreditation,Accredited by the College of Occupational Therapists (COT) for the purpose of ensuring graduates are fit for the profession.,Achrededig gan Goleg Therapyddion Galwedigaethol (COT)at bwrpas sicrhau bod graddedigion yn addas i'r proffesiwn.,01701
http://www.cipd.co.uk/qualifications/default.aspx,Accredited by the Chartered Institute of Personnel and Development (CIPD).,Hachredu gan y Sefydliad Siartredig Personél a Datblygu (CIPD).,03601
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institution of Highways and Transportation (CIHT) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Siartredig Priffyrdd a Chludiant (CIHT) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Corfforedig Peiriannydd. ,03004
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Sefydliad y Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. ,09304
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer. ,Ei achredu gan Sefydliad y Peirianwyr Priffyrdd (IHE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. ,08104
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10004
http://www.ciwem.org/membership/apply-for-membership/associate-aciwem.aspx,Accredited by the Chartered Institution of Water and Environmental Management (CIWEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Rheoli Dŵr a'r Amgylchedd (CIWEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,04202
http://www.ciwem.org/membership/apply-for-membership/associate-aciwem.aspx,Accredited by the Chartered Institution of Water and Environmental Management (CIWEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Siartredig Rheoli Dŵr a'r Amgylchedd (CIWEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig ac yn rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig. ,04203
http://www.ciwem.org/membership/apply-for-membership/associate-aciwem.aspx,Accredited by the Chartered Institution of Water and Environmental Management (CIWEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Siartredig Rheoli Dŵr a'r Amgylchedd (CIWEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,04204
http://www.ciwem.org/membership/apply-for-membership/associate-aciwem.aspx,Accredited by the Chartered Institution of Water and Environmental Management (CIWEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Siartredig Rheoli Dŵr a'r Amgylchedd (CIWEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,04205
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Chartered Institution of Building Services Engineers (CIBSE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.,Achredir gan y Sefydliad Sefydliad Siartredig Peirianwyr Gwasanaethau Adeiladu (CIBSE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,04004
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Amaethyddol (IAgrE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09104
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. ,09206
http://hee.nhs.uk,This degree meets NHS requirements for the role of a Healthcare Science Practitioner. Academic study is integrated with 50 weeks of work based training underpinned by professional practice. Delivered by academic and clinical staff with active patient involvement the degree constantly evolves to embed new science and technology e.g. genomics.,Mae'r radd hon yn cwrdd â gofynion y GIG ar gyfer rôl Ymarferydd Gwyddor Gofal Iechyd. Astudiaethau academaidd yn cael ei integreiddio gyda 50 wythnos o hyfforddiant seiliedig ar waith ei ategu gan ymarfer proffesiynol. Cyflwynir gan staff academaidd a chlinigol gyda chyfranogiad gweithredol cleifion y radd esblygu yn gyson i ymgorffori gwyddoniaeth a thechnoleg newydd ee genomeg.,18901
http://www.bps.org.uk/pwp,Accredited by the British Psychological Society (BPS) against the requirements for qualification as a Psychological Wellbeing Practitioner.,Achrededig gan y Gymdeithas Seicolegol Prydain ( BPS ) yn erbyn y gofynion ar gyfer cymhwyster fel Ymarferydd Lles Seicolegol .,02002
http://asab.nottingham.ac.uk/accred/index.php,This course has been provisionally validated by the ASAB Accreditation Committee as delivering the academic elements necessary for an individual to achieve ASAB certification as a clinical animal behaviourist.,Mae'r cwrs hwn wedi'i dilysu dros dro gan y Pwyllgor Achredu ASAB â chyflwyno'r elfennau academaidd angenrheidiol i unigolyn i gyflawni ardystiad ASAB fel ymddygiadwr anifeiliaid clinigol.,16302
http://www.cieh.org/professional_development/technical_qualifications.html?,Accredited by the Chartered Institute of Environmental Health (CIEH) for the purpose of completing the academic component of the requirement for registration as a Food Inspector with the Environmental Health Registration Board (EHRB).,Achrededig gan y Sefydliad Siartredig Iechyd yr Amgylchedd (CIEH) at y diben o gwblhau'r gydran academaidd y gofyniad i gofrestru fel Arolygydd Bwyd gyda'r Bwrdd Cofrestru Iechyd yr Amgylchedd (EHRB).,02902
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Energy Institute (EI) on behalf of the Engineering Council as partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Ynni (EI) ar ran y Cyngor Peirianneg fel yn rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,05104
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Energy Institute (EI) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Member of the Energy Institute.,Hachredu gan y Sefydliad Ynni (EI) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Aelod o'r Sefydliad Ynni.,05105
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Energy Institute (EI) on behalf of the Engineering Council as meeting the academic requirement for registration as a Chartered Engineer when combined with accredited further learning.,Hachredu gan y Sefydliad Ynni (EI) ar ran y Cyngor Peirianneg fel rhai sy'n bodloni'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig wrth eu cyfuno ag dysgu pellach achrededig.,05106
http://www.techindustrygolddegrees.com,"This course is accredited as 'Tech Industry Gold' by the Tech Partnership. This identifies courses defined and backed by the Tech industry for quality and relevance to technology careers. Tech Industry Gold degrees blend the technical, business and interpersonal skills most valued by employers.","Mae'r cwrs hwn wedi'i achredu fel 'Aur Tech Diwydiant' gan y Bartneriaeth Tech. Mae hyn yn nodi cyrsiau a ddiffinnir ac a gefnogir gan y diwydiant Tech ar gyfer ansawdd a pherthnasedd i yrfaoedd technoleg. Graddau Tech Diwydiant Aur gydweddu sgiliau technegol, busnes a rhyngbersonol gwerthfawrogi fwyaf gan gyflogwyr.",18801
http://www.tcsw.org.uk/hei-membership-offer/,Endorsed by the College of Social Work (TCSW).,Gymeradwyo gan y Coleg Gwaith Cymdeithasol (TCSW).,19001
http://www.jamesonline.org.uk,"Accredited by Joint Audio Media Education Services (JAMES) on behalf of Audio Technology, Music, Recording, Music Production, Games, Media and Audio Post Production Industries.","Achredir gan Audio Gwasanaethau Addysg y Cyfryngau ar y Cyd (ADDA) ar ran o Sain, Cerddoriaeth, Cofnodi, Cynhyrchu Cerddoriaeth, y Cyfryngau a Diwydiannau Sain Ôl-gynhyrchu.",10101
http://www.bealandscapearchitect.com/courses/,"Accreditation allows graduates to pursue their professional qualification in landscape architecture and become a licentiate Member of the Landscape Institute, ready to start their Pathway to Chartership and become a Chartered Member of the Landscape Institute (CMLI).","Achredu yn caniatáu i raddedigion ddilyn eu cymhwyster proffesiynol mewn pensaernïaeth tirwedd a dod yn Aelod Trwyddedog y Sefydliad Tirwedd, yn barod i ddechrau eu Llwybr at Siartredig a dod yn Aelod Siartredig o'r Sefydliad Tirwedd (CMLI).",10201
http://www.lawsoc-ni.org/joining-the-legal-profession/,Recognised by the Law Society of Northern Ireland (LSNI) for the purpose of a Qualifying Law Degree.,Cydnabuwyd gan Gymdeithas y Gyfraith Gogledd Iwerddon (LSNI) at bwrpas Gradd Gymwys yn y Gyfraith.,10401
http://www.dft.gov.uk/mca/mcga07-home/workingatsea/mcga-trainingandcert.htm,Recognised by the Maritime and Coastguard Agency (MCA) for the purpose of Deck Officer Certification.,Cydnabyddir gan yr Asiantaeth Gwylwyr y Glannau (MCA) at y diben o Ardystio Swyddog Deck.,15001
http://www.dft.gov.uk/mca/mcga07-home/workingatsea/mcga-trainingandcert.htm,Recognised by Maritime and Coastguard Agency (MCA) for the purposes of Cadet Training.,Cydnabyddir gan Asiantaeth Gwylwyr y Glannau (MCA) ac at ddibenion Hyfforddiant Cadetiaid.,15002
http://www.navp.co.uk,Accredited by the National Association of Veterinary Physiotherapists (NAVP) for the purpose of eligibility for registration with that body.,Achrededig gan Gymdeithas Genedlaethol Ffisiotherapyddion Milfeddygol (NAVP).,17701
http://www.nctj.com/want-to-be-a-journalist/Accreditedcourses,Accredited by the National Council for the Training of Journalists (NCTJ).,Achrededig gan Gyngor Cenedlaethol ar gyfer Hyfforddi Newyddiadurwyr (NCTJ),10801
http://www.nya.org.uk/,Accredited by the National Youth Agency (NYA).,Achrededig gan Asiantaeth Genedlaethol Ieuenctid.,10901
http://www.ycni.org/NSETS/NSETS.html,Endorsed by the North/South Education and Training Standards Committee for Youth Work (NSETS) (JNC Recognised) for the purpose of professional qualification.,Cefnogwyd gan Bwyllgor Safonau Addysg a Hyfforddiant Gogledd/De ar gyfer Gwaith Ieuenctid (NSETS) at bwrpas cymhwyster proffesiynol.,17901
http://www.niscc.info/,Accredited by the Northern Ireland Social Care Council (NISCC).,Achrededig gan Gyngor Gofal Cymdeithasol Gogledd Iwerddon (NISCC).,11001
http://www.nmc-uk.org/Approved-Programmes/,Recognised by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (oedolyn).,11102
http://www.nmc-uk.org/Approved-Programmes/,Recognised by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (mental health).,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (iechyd meddwl).,11103
http://www.nmc-uk.org/Approved-Programmes/,Recognised by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel bydwraig gymwys.,11106
http://www.nutritionsociety.org/,Accredited by the Nutrition Society (NS).,Achrededig gan Gymdeithas Faeth (NS).,11201
http://www.ppa.co.uk/careers/accreditation/,Accredited by the Professional Publishers Association (PPA).,Hachredu gan y Gymdeithas Cyhoeddwyr Proffesiynol (PPA).,11401
http://www.rccp.co.uk/,To accredit degree programmes covering clinical physiology to enable graduates to register with RCCP. I.e. BSc (Hons) Clinical Physiology and BSc (Hons) Healthcare Science.,Achredu rhaglenni gradd sy'n cynnwys ffisioleg glinigol er mwyn galluogi graddedigion i gofrestru gyda RCCP. Hy BSc (Anrh) Ffisioleg Clinigol a BSc (Anrh) Gwyddor Gofal Iechyd.,18101
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Society of Operations Engineers (SOE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Gymdeithas y Peirianwyr Gweithrediadau (SOE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,19104
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by The Welding Institute (TWI) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Ei achredu gan y Sefydliad Weldio (TWI) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,19201
